Nome_Azienda,URL_Sito,Google_Business_Link,Categoria,Priorita,Email,Immagini,Link_Demo,Data_Generazione,Data_Contatto,Contattato,Citta,Sito_Pre2020,Mobile_Friendly,Channel_Manager,Blog,Criteri_Soddisfatti,Note,Brief_Demo_OpenClaw
Villa La Colombaia,https://www.villalacolombaia.com,https://www.google.com/maps/search/?api=1&query=Villa+La+Colombaia+Portici,Hotel boutique 4 stelle,2,villalacolombaia@libero.it,https://villalacolombaia.com/wp-content/uploads/2026/02/piscina_villa_la_colombaia_location_matrimoni-4f381c22-1e8e5677-40cde7ab-1920w-768x909.jpg https://villalacolombaia.com/wp-content/uploads/2026/03/WhatsApp-Image-2026-03-25-at-10.11.14-5-768x1024.jpeg https://villalacolombaia.com/wp-content/plugins/elementor/assets/images/placeholder.png,,2026-06-10,,No,Portici,Sì (probabile),Sì (SEO 85),No (non rilevato),Incerto,3.5,Villa vesuviana con giardino ristorante eventi. | PageSpeed mobile: perf=56 seo=85 bp=96. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Villa La Colombaia; Hotel boutique 4 stelle; Portici; Villa vesuviana con giardino ristorante eventi; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel & Resort Tre Fontane Luxury,https://www.resorttrefontane.it,https://www.google.com/maps/search/?api=1&query=Hotel+%26+Resort+Tre+Fontane+Luxury+Portici,Hotel 4 stelle luxury,2,info@resorttrefontane.com,https://www.resorttrefontane.it/wp-content/plugins/revslider-transitionpack-addon/public/textures/transition/transition1.png https://www.resorttrefontane.it/wp-content/uploads/revslider/header/XT5F8028-2-1920x980.jpg,,2026-06-10,,No,Portici,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Corso Garibaldi parco storico segmento lusso indipendente. | PageSpeed mobile: perf=63 seo=92 bp=100. Stack: wordpress|jQuery|jQuery UI|three.js|Isotope|FlexSlider|WordP. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Hotel & Resort Tre Fontane Luxury; Hotel 4 stelle luxury; Portici; Corso Garibaldi parco storico segmento lusso indipendente; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Borbonico di Pietrarsa,https://www.hotelpietrarsa.it,https://www.google.com/maps/search/?api=1&query=Hotel+Borbonico+di+Pietrarsa+Portici,Hotel 3 stelle,3,info@hotelpietrarsa.it,,,2026-06-10,,No,Portici,Incerto,Incerto (PageSpeed fallito),Incerto,Incerto,2.5,Corso Garibaldi vicino museo Pietrarsa indipendente. | PageSpeed mobile: perf=FAIL seo= bp=. Stack: Lighthouse returned error: FAILED_DOCUMENT_REQUEST. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Borbonico di Pietrarsa; Hotel 3 stelle; Portici; Corso Garibaldi vicino museo Pietrarsa indipendente; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
B&B Villa Filù,https://www.bedandbreakfastportici.com,https://www.google.com/maps/search/?api=1&query=B%26B+Villa+Fil%C3%B9+Portici,B&B con sito proprio,3,,,,2026-06-10,,No,Portici,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,2.0,Via Diaz B&B familiare 8km da Napoli. | PageSpeed mobile: perf=57 seo=92 bp=81. Stack: Bootstrap|jQuery|Lo-Dash. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,B&B Villa Filù; B&B con sito proprio; Portici; Via Diaz B&B familiare 8km da Napoli; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Grand Hotel Vesuvio,https://www.vesuvio.it,https://www.google.com/maps/search/?api=1&query=Grand+Hotel+Vesuvio+Napoli,Hotel 5 stelle Lusso,3,info@vesuvio.it,https://www.vesuvio.it/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png https://www.vesuvio.it/wp-content/plugins/sitepress-multilingual-cms/res/flags/fr.png https://www.vesuvio.it/wp-content/plugins/sitepress-multilingual-cms/res/flags/de.png,,2026-06-10,,No,Napoli,No,Parziale (SEO 77),Sì (d-edge|decms),Incerto,2.5,160 camere Lungomare via Partenope storico dal 1882 Leading Hotels. | PageSpeed mobile: perf=37 seo=77 bp=100. Stack: wordpress|LitElement|lit-html|Google Maps|jQuery|jQuery UI|I. Booking engine: d-edge|decms. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Grand Hotel Vesuvio; Hotel 5 stelle Lusso; Napoli; 160 camere Lungomare via Partenope storico dal 1882 Leading Hotels; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Grand Hotel Parker's,https://www.grandhotelparkers.it,https://www.google.com/maps/search/?api=1&query=Grand+Hotel+Parker%27s+Napoli,Hotel 5 stelle Lusso,1,info@grandhotelparkers.it,https://www.grandhotelparkers.it/catalog/view/theme/hotel/image/svg/BASE-stemma.png https://www.grandhotelparkers.it/catalog/view/theme/hotel/image/svg/tel.svg https://www.grandhotelparkers.it/catalog/view/theme/hotel/image/svg/email.svg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/grand-hotel-parkers-napoli-demo-experiences/,2026-06-11,2026-06-11,No,Napoli,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,4.0,83 camere Corso Vittorio Emanuele storico dal 1870 Relais Chateaux. | PageSpeed mobile: perf=31 seo=92 bp=73. Stack: Bootstrap|jQuery|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Grand Hotel Parker's; Hotel 5 stelle Lusso; Napoli; 83 camere Corso Vittorio Emanuele storico dal 1870 Relais Chateaux; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel San Francesco al Monte,https://sanfrancescoalmonte.it,https://www.google.com/maps/search/?api=1&query=Hotel+San+Francesco+al+Monte+Napoli,Hotel 4 stelle boutique,2,info@sanfrancescoalmonte.it,https://sanfrancescoalmonte.it/_img/sfm-nuovo-03.png https://sanfrancescoalmonte.it/_novaimg/4194726-1599383_0_120_2048_1157_1600_900.jpg https://sanfrancescoalmonte.it/_novaimg/4193544-1321503_217_0_2815_2009_1400_1000.rc.jpg,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 85),No (non rilevato),Incerto,3.5,45 camere ex monastero panoramico Corso Vittorio Emanuele. | PageSpeed mobile: perf=68 seo=85 bp=100. Stack: jQuery|jQuery UI|Leaflet|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Hotel San Francesco al Monte; Hotel 4 stelle boutique; Napoli; 45 camere ex monastero panoramico Corso Vittorio Emanuele; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Royal Continental,https://www.royalcontinental.it,https://www.google.com/maps/search/?api=1&query=Hotel+Royal+Continental+Napoli,Hotel 4 stelle,1,info@royalcontinental.it,https://www.royalcontinental.it/assets/i/burger-menu-white.svg https://www.royalcontinental.it/assets/i/instagram.svg https://www.royalcontinental.it/assets/i/facebook.svg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-royal-continental-napoli-demo-experiences/,2026-06-11,2026-06-11,No,Napoli,Incerto,Sì (SEO 92),No (non rilevato),Incerto,4.0,397 camere via Partenope Lungomare Royal Group. | PageSpeed mobile: perf=42 seo=92 bp=96. Stack: ScrollMagic. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Royal Continental; Hotel 4 stelle; Napoli; 397 camere via Partenope Lungomare Royal Group; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Palazzo Alabardieri,https://www.palazzoalabardieri.it,https://www.google.com/maps/search/?api=1&query=Hotel+Palazzo+Alabardieri+Napoli,Hotel 4 stelle,3,info@palazzoalabardieri.it,https://www.palazzoalabardieri.it/assets/media/primopiano/hall-hotel-napoli.jpg https://www.palazzoalabardieri.it/assets/media/primopiano/alabardieri_via_dei_mille.jpg https://www.palazzoalabardieri.it/assets/media/primopiano_camera.jpg,,2026-06-10,,No,Napoli,No,Sì (SEO 92),No (non rilevato),Incerto,2.5,Chiaia palazzo 800 restaurato indipendente. | PageSpeed mobile: perf=39 seo=92 bp=73. Stack: Bootstrap|LitElement|lit-html|Google Maps|jQuery|Isotope. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Palazzo Alabardieri; Hotel 4 stelle; Napoli; Chiaia palazzo 800 restaurato indipendente; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Caravaggio Hotel,https://www.caravaggiohotel.it,https://www.google.com/maps/search/?api=1&query=Caravaggio+Hotel+Napoli,Hotel 4 stelle centro storico,2,info@caravaggiohotel.it,https://www.caravaggiohotel.it/images/header/headhomemob.jpg https://www.caravaggiohotel.it/images/header/carahome.jpg https://www.caravaggiohotel.it/images/facebook.png,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,29 camere piazza Riario Sforza palazzo 600 vicino Duomo. | PageSpeed mobile: perf=88 seo=92 bp=69. Stack: joomla|jQuery|Joomla. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Caravaggio Hotel; Hotel 4 stelle centro storico; Napoli; 29 camere piazza Riario Sforza palazzo 600 vicino Duomo; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
MH Design Hotel,https://www.mhhotel.it,https://www.google.com/maps/search/?api=1&query=MH+Design+Hotel+Napoli,Hotel 4 stelle design,2,info@mhhotel.it,,,2026-06-10,,No,Napoli,Incerto,Sì (SEO 85),No (non rilevato),Incerto,3.0,22 camere via Chiaia palazzo nobiliare 600 indipendente. | PageSpeed mobile: perf=84 seo=85 bp=92. Stack: wordpress|jQuery|WordPress. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,MH Design Hotel; Hotel 4 stelle design; Napoli; 22 camere via Chiaia palazzo nobiliare 600 indipendente; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Costantinopoli 104,https://www.costantinopoli104.it,https://www.google.com/maps/search/?api=1&query=Costantinopoli+104+Napoli,Hotel boutique 4 stelle,3,,,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 92),Sì (blastness),Incerto,2.5,19 camere villa neoclassica 700 piscina dimora storica. | PageSpeed mobile: perf=74 seo=92 bp=81. Stack: jQuery|jQuery UI. Booking engine: blastness. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Costantinopoli 104; Hotel boutique 4 stelle; Napoli; 19 camere villa neoclassica 700 piscina dimora storica; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Santa Chiara Boutique Hotel,https://www.santachiarahotel.com,https://www.google.com/maps/search/?api=1&query=Santa+Chiara+Boutique+Hotel+Napoli,Hotel 4 stelle boutique,2,info@santachiarahotel.com,https://www.santachiarahotel.com/wp-content/uploads/2023/06/Santa-chiara-boutique-hotel-Napoli.png https://www.santachiarahotel.com/wp-content/uploads/2023/02/Livello_1-7.png https://www.santachiarahotel.com/wp-content/uploads/2023/01/les-collectionneurs-bianca-1.png,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 100),No (non rilevato),Incerto,3.5,via Benedetto Croce centro storico Spaccanapoli. | PageSpeed mobile: perf=44 seo=100 bp=96. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Santa Chiara Boutique Hotel; Hotel 4 stelle boutique; Napoli; via Benedetto Croce centro storico Spaccanapoli; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Palazzo Decumani,http://www.palazzodecumani.com,https://www.google.com/maps/search/?api=1&query=Hotel+Palazzo+Decumani+Napoli,Hotel 4 stelle boutique,3,info@palazzodecumani.com,http://www.palazzodecumani.com/inc/img/bg_h1.png http://www.palazzodecumani.com/inc/img/flag_en.png http://www.palazzodecumani.com/inc/img/flag_it.png,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 91),Sì (blastness),Incerto,2.5,28 camere palazzo primi 900 centro storico Decumani. | PageSpeed mobile: perf=60 seo=91 bp=70. Stack: jQuery|jQuery UI|MooTools. Booking engine: blastness. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Hotel Palazzo Decumani; Hotel 4 stelle boutique; Napoli; 28 camere palazzo primi 900 centro storico Decumani; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Decumani Hotel de Charme,https://www.decumani.com,https://www.google.com/maps/search/?api=1&query=Decumani+Hotel+de+Charme+Napoli,Hotel 3 stelle dimora storica,3,info@decumani.com,https://www.decumani.com/tpl/default/assets/cms/img/ghost-100x70.png https://www.decumani.com/tpl/default/assets/cms/img/ngt_european_cities.svg https://www.decumani.com/tpl/default/assets/cms/img/tripadvisor_tc_2025.png,,2026-06-10,,No,Napoli,No,Sì (SEO 92),No (non rilevato),Incerto,2.5,22 camere Palazzo Riario Sforza 700 centro storico. | PageSpeed mobile: perf=30 seo=92 bp=100. Stack: Bootstrap|LitElement|lit-html|Google Maps|jQuery|Moment.js|c. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Decumani Hotel de Charme; Hotel 3 stelle dimora storica; Napoli; 22 camere Palazzo Riario Sforza 700 centro storico; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Chiaja Hotel de Charme,https://www.hotelchiaia.it,https://www.google.com/maps/search/?api=1&query=Chiaja+Hotel+de+Charme+Napoli,Hotel 3 stelle dimora storica,3,info@hotelchiaia.it,https://www.hotelchiaia.it/tpl/default/assets/cms/img/lng/it/best_rate_5_percent.png https://www.hotelchiaia.it/tpl/default/assets/cms/img/tc_2025_view.gif https://www.hotelchiaia.it/tpl/default/assets/cms/img/na.png,,2026-06-10,,No,Napoli,No,Sì (SEO 92),No (non rilevato),Incerto,2.5,27 camere palazzo 700 via Chiaia gestione familiare. | PageSpeed mobile: perf=32 seo=92 bp=100. Stack: Bootstrap|LitElement|lit-html|Google Maps|jQuery|Moment.js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Chiaja Hotel de Charme; Hotel 3 stelle dimora storica; Napoli; 27 camere palazzo 700 via Chiaia gestione familiare; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Palazzo Turchini,https://www.palazzoturchini.it,https://www.google.com/maps/search/?api=1&query=Hotel+Palazzo+Turchini+Napoli,Hotel 4 stelle,3,info@palazzoturchini.it,https://www.palazzoturchini.it/wp-content/uploads/2025/12/foto_hotel_palazzo_turchini_hotel_4_stelle_a_napoli_pagina_camere_camera_junior_suite_1.jpg https://www.palazzoturchini.it/wp-content/uploads/2025/12/foto_hotel_palazzo_turchini_hotel_4_stelle_a_napoli_pagina_camere_camera_executive_room_1.jpg https://www.palazzoturchini.it/wp-content/uploads/2025/12/foto_hotel_palazzo_turchini_hotel_4_stelle_a_napoli_slide_3.jpg,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 92),Sì (wubook),Incerto,2.5,27 camere via Medina palazzo storico indipendente. | PageSpeed mobile: perf=43 seo=92 bp=81. Stack: wordpress|jQuery|jQuery UI|GreenSock JS|WordPress|core-js. Booking engine: wubook. Blog non ancora verificato (conteggiato 0.5).,Hotel Palazzo Turchini; Hotel 4 stelle; Napoli; 27 camere via Medina palazzo storico indipendente; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Suite Esedra,https://hotelsuiteesedranapoli.it,https://www.google.com/maps/search/?api=1&query=Hotel+Suite+Esedra+Napoli,Hotel 4 stelle,3,,https://holidaygid.com/wp-content/uploads/2013/11/Plassenburg-800x600.jpg https://holidaygid.com/wp-content/uploads/2015/09/munchen-800x486.jpg https://holidaygid.com/wp-content/uploads/2018/07/maria-antonia-juan-de-la-cruz-jimenez-2-768x456.jpg,,2026-06-10,,No,Napoli,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,17 camere via Cantani antica residenza nobile centro. | PageSpeed mobile: perf=84 seo=100 bp=100. Stack: wordpress|wp-rocket|jQuery|WordPress|WP Rocket. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Suite Esedra; Hotel 4 stelle; Napoli; 17 camere via Cantani antica residenza nobile centro; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Campania Incoming,https://www.campaniaincoming.it,https://www.google.com/maps/search/?api=1&query=Campania+Incoming+Napoli,Tour operator incoming,3,info@campaniaincoming.it,https://www.campaniaincoming.it/images/lang/it.png https://www.campaniaincoming.it/images/lang/en.png https://www.campaniaincoming.it/images/lang/es.png,,2026-06-10,,No,Napoli,No,Sì (SEO 91),No (non rilevato),Incerto,2.5,via Solimena specialista Campania Sud Italia gruppi crociere. | PageSpeed mobile: perf=56 seo=91 bp=73. Stack: react|Bootstrap|jQuery|React. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Campania Incoming; Tour operator incoming; Napoli; via Solimena specialista Campania Sud Italia gruppi crociere; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Napolincoming (Marytour),https://www.napolincoming.it,https://www.google.com/maps/search/?api=1&query=Napolincoming+%28Marytour%29+Napoli,Tour operator incoming,2,info@napolincoming.it,https://www.napolincoming.it/wp-content/uploads/2019/04/napoli-incoming-scaled.png https://www.napolincoming.it/wp-content/uploads/2017/07/napoli-italia.jpg https://www.napolincoming.it/wp-content/uploads/2017/08/FOTO-1-1.jpg,,2026-06-10,,No,Napoli,Sì (probabile),Sì (SEO 85),No (non rilevato),Incerto,3.5,via dei Fiorentini tour Vesuvio Pompei. | PageSpeed mobile: perf=38 seo=85 bp=96. Stack: wordpress|jQuery|jQuery UI|WebFont Loader|Isotope|WordPress. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Napolincoming (Marytour); Tour operator incoming; Napoli; via dei Fiorentini tour Vesuvio Pompei; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Bongi Travel,https://www.bongitravel.it,https://www.google.com/maps/search/?api=1&query=Bongi+Travel+Napoli,Tour operator agenzia viaggi,2,prenotazioni@bongitravel.it,https://www.bongitravel.it/sites/default/files/slider/slide_rho_agg.jpg https://www.bongitravel.it/sites/default/files/slider/bongi_parafly.jpeg https://www.bongitravel.it/sites/default/files/styles/offer_medium/public/offers/22_0.jpeg?itok=KIYXnjV6,,2026-06-10,,No,Napoli,Incerto,Sì (SEO 85),No (non rilevato),Incerto,3.0,piazza Vanvitelli Vomero outgoing/incoming 20 anni. | PageSpeed mobile: perf=28 seo=85 bp=100. Stack: drupal|jQuery|core-js|Drupal. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Bongi Travel; Tour operator agenzia viaggi; Napoli; piazza Vanvitelli Vomero outgoing/incoming 20 anni; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
=== RESUME POINT ===,,,,,,,,2026-06-10,,,,,,,,,"STOP 2026-06-10: completate SORRENTO (26 schede, analisi piena con blog verificato) + città Sorrento->Napoli: Sant'Agnello, Piano di Sorrento, Meta, Vico Equense, Castellammare di Stabia, Pompei, Torre Annunziata, Torre del Greco, Ercolano, Portici, Napoli (77 nuove schede, PageSpeed eseguito su tutte). LIMITI nuove schede: campo Blog='Incerto' (non verificato, conteggiato 0.5 nei criteri) e brief demo in forma sintetica -> approfondire per i prospect priorità 1-2. Wayback bloccato in ambiente (anzianità stimata dallo stack). DA FARE alla ripresa: (1) verificare Blog e affinare brief per priorità 1-2 delle nuove città; (2) eventuale estensione a Salerno e provincia (Salerno città, Cava de' Tirreni, Vietri, Costiera Amalfitana: Amalfi/Positano/Maiori/Ravello, Paestum/Cilento). LEGENDA criteri (max 5, Incerto=0.5): C1 sito pre-2020 + C2 traffico + C3 vendite + C4 no channel manager + C5 no blog. Traffico/vendite=stime qualitative.",
